"Base","Style","From","R","G","B","ShiftR","ShiftG","ShiftB"
"ÄÌº£·Î½º½ºÅäÄ¿_¿©","11","9","0,82","1,02","1,2","-18","0","24"
"ÄÌº£·Î½º½ºÅäÄ¿_¿©","12","9","0,78","1,18","0,82","-20","22","-18"
"ÄÌº£·Î½º½ºÅäÄ¿_¿©","13","9","1,2","0,92","1,15","22","-4","18"
"ÄÌº£·Î½º½ºÅäÄ¿_¿©","14","9","0,82","1,15","1,16","-20","18","20"
"ÄÌº£·Î½º½ºÅäÄ¿_¿©","15","9","1,18","1,06","0,72","22","12","-28"
"ÄÌº£·Î½º½ºÅäÄ¿_¿©","16","6","1,2","0,76","0,72","28","-18","-22"
"ÄÌº£·Î½º½ºÅäÄ¿_¿©","17","6","0,72","0,96","1,22","-28","-2","30"
"ÄÌº£·Î½º½ºÅäÄ¿_¿©","18","1","0,78","0,88","1,18","-24","-10","28"
"ÄÌº£·Î½º½ºÅäÄ¿_¿©","19","1","1,18","0,82","1,02","26","-16","8"
"ÄÌº£·Î½º½ºÅäÄ¿_¿©","20","1","0,74","1,12","0,92","-26","18","-8"
"Å©¶ó¿î_³²","10","9","1,15","0,85","0,8","18","-8","-14"
"Å©¶ó¿î_³²","11","9","0,82","1,02","1,2","-18","0","24"
"Å©¶ó¿î_³²","12","9","0,78","1,18","0,82","-20","22","-18"
"Å©¶ó¿î_³²","13","9","1,2","0,92","1,15","22","-4","18"
"Å©¶ó¿î_³²","14","9","0,82","1,15","1,16","-20","18","20"
"Å©¶ó¿î_³²","15","9","1,18","1,06","0,72","22","12","-28"
"Å©¶ó¿î_³²","16","6","1,2","0,76","0,72","28","-18","-22"
"Å©¶ó¿î_³²","17","6","0,72","0,96","1,22","-28","-2","30"
"Å©¶ó¿î_³²","18","1","0,78","0,88","1,18","-24","-10","28"
"Å©¶ó¿î_³²","19","1","1,18","0,82","1,02","26","-16","8"
"Å©¶ó¿î_³²","20","1","0,74","1,12","0,92","-26","18","-8"
"Å©·ç_³²","10","9","1,15","0,85","0,8","18","-8","-14"
"Å©·ç_³²","11","9","0,82","1,02","1,2","-18","0","24"
"Å©·ç_³²","12","9","0,78","1,18","0,82","-20","22","-18"
"Å©·ç_³²","13","9","1,2","0,92","1,15","22","-4","18"
"Å©·ç_³²","14","9","0,82","1,15","1,16","-20","18","20"
"Å©·ç_³²","15","9","1,18","1,06","0,72","22","12","-28"
"Å©·ç_³²","16","6","1,2","0,76","0,72","28","-18","-22"
"Å©·ç_³²","17","6","0,72","0,96","1,22","-28","-2","30"
"Å©·ç_³²","18","1","0,78","0,88","1,18","-24","-10","28"
"Å©·ç_³²","19","1","1,18","0,82","1,02","26","-16","8"
"Å©·ç_³²","20","1","0,74","1,12","0,92","-26","18","-8"
"Å©·ç_¿©","10","9","1,15","0,85","0,8","18","-8","-14"
"Å©·ç_¿©","11","9","0,82","1,02","1,2","-18","0","24"
"Å©·ç_¿©","12","9","0,78","1,18","0,82","-20","22","-18"
"Å©·ç_¿©","13","9","1,2","0,92","1,15","22","-4","18"
"Å©·ç_¿©","14","9","0,82","1,15","1,16","-20","18","20"
"Å©·ç_¿©","15","9","1,18","1,06","0,72","22","12","-28"
"Å©·ç_¿©","16","6","1,2","0,76","0,72","28","-18","-22"
"Å©·ç_¿©","17","6","0,72","0,96","1,22","-28","-2","30"
"Å©·ç_¿©","18","1","0,78","0,88","1,18","-24","-10","28"
"Å©·ç_¿©","19","1","1,18","0,82","1,02","26","-16","8"
"Å©·ç_¿©","20","1","0,74","1,12","0,92","-26","18","-8"
"Å©¸®¿¡ÀÌÅÍ_³²","10","9","1,15","0,85","0,8","18","-8","-14"
"Å©¸®¿¡ÀÌÅÍ_³²","11","9","0,82","1,02","1,2","-18","0","24"
"Å©¸®¿¡ÀÌÅÍ_³²","12","9","0,78","1,18","0,82","-20","22","-18"
"Å©¸®¿¡ÀÌÅÍ_³²","13","9","1,2","0,92","1,15","22","-4","18"
"Å©¸®¿¡ÀÌÅÍ_³²","14","9","0,82","1,15","1,16","-20","18","20"
"Å©¸®¿¡ÀÌÅÍ_³²","15","9","1,18","1,06","0,72","22","12","-28"
"Å©¸®¿¡ÀÌÅÍ_³²","16","6","1,2","0,76","0,72","28","-18","-22"
"Å©¸®¿¡ÀÌÅÍ_³²","17","6","0,72","0,96","1,22","-28","-2","30"
"Å©¸®¿¡ÀÌÅÍ_³²","18","1","0,78","0,88","1,18","-24","-10","28"
"Å©¸®¿¡ÀÌÅÍ_³²","19","1","1,18","0,82","1,02","26","-16","8"
"Å©¸®¿¡ÀÌÅÍ_³²","20","1","0,74","1,12","0,92","-26","18","-8"
"Å©¸®¿¡ÀÌÅÍ_¿©","10","9","1,15","0,85","0,8","18","-8","-14"
"Å©¸®¿¡ÀÌÅÍ_¿©","11","9","0,82","1,02","1,2","-18","0","24"
"Å©¸®¿¡ÀÌÅÍ_¿©","12","9","0,78","1,18","0,82","-20","22","-18"
"Å©¸®¿¡ÀÌÅÍ_¿©","13","9","1,2","0,92","1,15","22","-4","18"
"Å©¸®¿¡ÀÌÅÍ_¿©","14","9","0,82","1,15","1,16","-20","18","20"
"Å©¸®¿¡ÀÌÅÍ_¿©","15","9","1,18","1,06","0,72","22","12","-28"
"Å©¸®¿¡ÀÌÅÍ_¿©","16","6","1,2","0,76","0,72","28","-18","-22"
"Å©¸®¿¡ÀÌÅÍ_¿©","17","6","0,72","0,96","1,22","-28","-2","30"
"Å©¸®¿¡ÀÌÅÍ_¿©","18","1","0,78","0,88","1,18","-24","-10","28"
"Å©¸®¿¡ÀÌÅÍ_¿©","19","1","1,18","0,82","1,02","26","-16","8"
"Å©¸®¿¡ÀÌÅÍ_¿©","20","1","0,74","1,12","0,92","-26","18","-8"
"Å©¸®¿¡ÀÌÅÍ¸äµÅÁö_³²","10","9","1,15","0,85","0,8","18","-8","-14"
"Å©¸®¿¡ÀÌÅÍ¸äµÅÁö_³²","11","9","0,82","1,02","1,2","-18","0","24"
"Å©¸®¿¡ÀÌÅÍ¸äµÅÁö_³²","12","9","0,78","1,18","0,82","-20","22","-18"
"Å©¸®¿¡ÀÌÅÍ¸äµÅÁö_³²","13","9","1,2","0,92","1,15","22","-4","18"
"Å©¸®¿¡ÀÌÅÍ¸äµÅÁö_³²","14","9","0,82","1,15","1,16","-20","18","20"
"Å©¸®¿¡ÀÌÅÍ¸äµÅÁö_³²","15","9","1,18","1,06","0,72","22","12","-28"
"Å©¸®¿¡ÀÌÅÍ¸äµÅÁö_³²","16","6","1,2","0,76","0,72","28","-18","-22"
"Å©¸®¿¡ÀÌÅÍ¸äµÅÁö_³²","17","6","0,72","0,96","1,22","-28","-2","30"
"Å©¸®¿¡ÀÌÅÍ¸äµÅÁö_³²","18","1","0,78","0,88","1,18","-24","-10","28"
"Å©¸®¿¡ÀÌÅÍ¸äµÅÁö_³²","19","1","1,18","0,82","1,02","26","-16","8"
"Å©¸®¿¡ÀÌÅÍ¸äµÅÁö_³²","20","1","0,74","1,12","0,92","-26","18","-8"
"Å©¸®¿¡ÀÌÅÍ¸äµÅÁö_¿©","10","9","1,15","0,85","0,8","18","-8","-14"
"Å©¸®¿¡ÀÌÅÍ¸äµÅÁö_¿©","11","9","0,82","1,02","1,2","-18","0","24"
"Å©¸®¿¡ÀÌÅÍ¸äµÅÁö_¿©","12","9","0,78","1,18","0,82","-20","22","-18"
"Å©¸®¿¡ÀÌÅÍ¸äµÅÁö_¿©","13","9","1,2","0,92","1,15","22","-4","18"
"Å©¸®¿¡ÀÌÅÍ¸äµÅÁö_¿©","14","9","0,82","1,15","1,16","-20","18","20"
"Å©¸®¿¡ÀÌÅÍ¸äµÅÁö_¿©","15","9","1,18","1,06","0,72","22","12","-28"
"Å©¸®¿¡ÀÌÅÍ¸äµÅÁö_¿©","16","6","1,2","0,76","0,72","28","-18","-22"
"Å©¸®¿¡ÀÌÅÍ¸äµÅÁö_¿©","17","6","0,72","0,96","1,22","-28","-2","30"
"Å©¸®¿¡ÀÌÅÍ¸äµÅÁö_¿©","18","1","0,78","0,88","1,18","-24","-10","28"
"Å©¸®¿¡ÀÌÅÍ¸äµÅÁö_¿©","19","1","1,18","0,82","1,02","26","-16","8"
"Å©¸®¿¡ÀÌÅÍ¸äµÅÁö_¿©","20","1","0,74","1,12","0,92","-26","18","-8"
"Å¸Á¶±Ã¼ö_³²","10","9","1,15","0,85","0,8","18","-8","-14"
"Å¸Á¶±Ã¼ö_³²","11","9","0,82","1,02","1,2","-18","0","24"
"Å¸Á¶±Ã¼ö_³²","12","9","0,78","1,18","0,82","-20","22","-18"
"Å¸Á¶±Ã¼ö_³²","13","9","1,2","0,92","1,15","22","-4","18"
"Å¸Á¶±Ã¼ö_³²","14","9","0,82","1,15","1,16","-20","18","20"
"Å¸Á¶±Ã¼ö_³²","15","9","1,18","1,06","0,72","22","12","-28"
"Å¸Á¶±Ã¼ö_³²","16","6","1,2","0,76","0,72","28","-18","-22"
"Å¸Á¶±Ã¼ö_³²","17","6","0,72","0,96","1,22","-28","-2","30"
"Å¸Á¶±Ã¼ö_³²","18","1","0,78","0,88","1,18","-24","-10","28"
"Å¸Á¶±Ã¼ö_³²","19","1","1,18","0,82","1,02","26","-16","8"
"Å¸Á¶±Ã¼ö_³²","20","1","0,74","1,12","0,92","-26","18","-8"
"Å¸Á¶±Ã¼ö_¿©","10","9","1,15","0,85","0,8","18","-8","-14"
"Å¸Á¶±Ã¼ö_¿©","11","9","0,82","1,02","1,2","-18","0","24"
"Å¸Á¶±Ã¼ö_¿©","12","9","0,78","1,18","0,82","-20","22","-18"
"Å¸Á¶±Ã¼ö_¿©","13","9","1,2","0,92","1,15","22","-4","18"
"Å¸Á¶±Ã¼ö_¿©","14","9","0,82","1,15","1,16","-20","18","20"
"Å¸Á¶±Ã¼ö_¿©","15","9","1,18","1,06","0,72","22","12","-28"
"Å¸Á¶±Ã¼ö_¿©","16","6","1,2","0,76","0,72","28","-18","-22"
"Å¸Á¶±Ã¼ö_¿©","17","6","0,72","0,96","1,22","-28","-2","30"
"Å¸Á¶±Ã¼ö_¿©","18","1","0,78","0,88","1,18","-24","-10","28"
"Å¸Á¶±Ã¼ö_¿©","19","1","1,18","0,82","1,02","26","-16","8"
"Å¸Á¶±Ã¼ö_¿©","20","1","0,74","1,12","0,92","-26","18","-8"
"Å¸Á¶·¹ÀÎÁ®_³²","10","9","1,15","0,85","0,8","18","-8","-14"
"Å¸Á¶·¹ÀÎÁ®_³²","11","9","0,82","1,02","1,2","-18","0","24"
"Å¸Á¶·¹ÀÎÁ®_³²","12","9","0,78","1,18","0,82","-20","22","-18"
"Å¸Á¶·¹ÀÎÁ®_³²","13","9","1,2","0,92","1,15","22","-4","18"
"Å¸Á¶·¹ÀÎÁ®_³²","14","9","0,82","1,15","1,16","-20","18","20"
"Å¸Á¶·¹ÀÎÁ®_³²","15","9","1,18","1,06","0,72","22","12","-28"
"Å¸Á¶·¹ÀÎÁ®_³²","16","6","1,2","0,76","0,72","28","-18","-22"
"Å¸Á¶·¹ÀÎÁ®_³²","17","6","0,72","0,96","1,22","-28","-2","30"
"Å¸Á¶·¹ÀÎÁ®_³²","18","1","0,78","0,88","1,18","-24","-10","28"
"Å¸Á¶·¹ÀÎÁ®_³²","19","1","1,18","0,82","1,02","26","-16","8"
"Å¸Á¶·¹ÀÎÁ®_³²","20","1","0,74","1,12","0,92","-26","18","-8"
"Å¸Á¶·¹ÀÎÁ®_¿©","10","9","1,15","0,85","0,8","18","-8","-14"
"Å¸Á¶·¹ÀÎÁ®_¿©","11","9","0,82","1,02","1,2","-18","0","24"
"Å¸Á¶·¹ÀÎÁ®_¿©","12","9","0,78","1,18","0,82","-20","22","-18"
"Å¸Á¶·¹ÀÎÁ®_¿©","13","9","1,2","0,92","1,15","22","-4","18"
"Å¸Á¶·¹ÀÎÁ®_¿©","14","9","0,82","1,15","1,16","-20","18","20"
"Å¸Á¶·¹ÀÎÁ®_¿©","15","9","1,18","1,06","0,72","22","12","-28"
"Å¸Á¶·¹ÀÎÁ®_¿©","16","6","1,2","0,76","0,72","28","-18","-22"
"Å¸Á¶·¹ÀÎÁ®_¿©","17","6","0,72","0,96","1,22","-28","-2","30"
"Å¸Á¶·¹ÀÎÁ®_¿©","18","1","0,78","0,88","1,18","-24","-10","28"
"Å¸Á¶·¹ÀÎÁ®_¿©","19","1","1,18","0,82","1,02","26","-16","8"
"Å¸Á¶·¹ÀÎÁ®_¿©","20","1","0,74","1,12","0,92","-26","18","-8"
"Å¸Á¶¹«Èñ_³²","10","9","1,15","0,85","0,8","18","-8","-14"
"Å¸Á¶¹«Èñ_³²","11","9","0,82","1,02","1,2","-18","0","24"
"Å¸Á¶¹«Èñ_³²","12","9","0,78","1,18","0,82","-20","22","-18"
"Å¸Á¶¹«Èñ_³²","13","9","1,2","0,92","1,15","22","-4","18"
"Å¸Á¶¹«Èñ_³²","14","9","0,82","1,15","1,16","-20","18","20"
"Å¸Á¶¹«Èñ_³²","15","9","1,18","1,06","0,72","22","12","-28"
"Å¸Á¶¹«Èñ_³²","16","6","1,2","0,76","0,72","28","-18","-22"
"Å¸Á¶¹«Èñ_³²","17","6","0,72","0,96","1,22","-28","-2","30"
"Å¸Á¶¹«Èñ_³²","18","1","0,78","0,88","1,18","-24","-10","28"
"Å¸Á¶¹«Èñ_³²","19","1","1,18","0,82","1,02","26","-16","8"
"Å¸Á¶¹«Èñ_³²","20","1","0,74","1,12","0,92","-26","18","-8"
"Å¸Á¶¹«Èñ_¿©","10","9","1,15","0,85","0,8","18","-8","-14"
"Å¸Á¶¹«Èñ_¿©","11","9","0,82","1,02","1,2","-18","0","24"
"Å¸Á¶¹«Èñ_¿©","12","9","0,78","1,18","0,82","-20","22","-18"
"Å¸Á¶¹«Èñ_¿©","13","9","1,2","0,92","1,15","22","-4","18"
"Å¸Á¶¹«Èñ_¿©","14","9","0,82","1,15","1,16","-20","18","20"
"Å¸Á¶¹«Èñ_¿©","15","9","1,18","1,06","0,72","22","12","-28"
"Å¸Á¶¹«Èñ_¿©","16","6","1,2","0,76","0,72","28","-18","-22"
"Å¸Á¶¹«Èñ_¿©","17","6","0,72","0,96","1,22","-28","-2","30"
"Å¸Á¶¹«Èñ_¿©","18","1","0,78","0,88","1,18","-24","-10","28"
"Å¸Á¶¹«Èñ_¿©","19","1","1,18","0,82","1,02","26","-16","8"
"Å¸Á¶¹«Èñ_¿©","20","1","0,74","1,12","0,92","-26","18","-8"
"Å¸Á¶¹Î½ºÆ®·²_³²","10","9","1,15","0,85","0,8","18","-8","-14"
"Å¸Á¶¹Î½ºÆ®·²_³²","11","9","0,82","1,02","1,2","-18","0","24"
"Å¸Á¶¹Î½ºÆ®·²_³²","12","9","0,78","1,18","0,82","-20","22","-18"
"Å¸Á¶¹Î½ºÆ®·²_³²","13","9","1,2","0,92","1,15","22","-4","18"
"Å¸Á¶¹Î½ºÆ®·²_³²","14","9","0,82","1,15","1,16","-20","18","20"
"Å¸Á¶¹Î½ºÆ®·²_³²","15","9","1,18","1,06","0,72","22","12","-28"
"Å¸Á¶¹Î½ºÆ®·²_³²","16","6","1,2","0,76","0,72","28","-18","-22"
"Å¸Á¶¹Î½ºÆ®·²_³²","17","6","0,72","0,96","1,22","-28","-2","30"
"Å¸Á¶¹Î½ºÆ®·²_³²","18","1","0,78","0,88","1,18","-24","-10","28"
"Å¸Á¶¹Î½ºÆ®·²_³²","19","1","1,18","0,82","1,02","26","-16","8"
"Å¸Á¶¹Î½ºÆ®·²_³²","20","1","0,74","1,12","0,92","-26","18","-8"
"Å¸Á¶¹Ùµå_³²","10","9","1,15","0,85","0,8","18","-8","-14"
"Å¸Á¶¹Ùµå_³²","11","9","0,82","1,02","1,2","-18","0","24"
"Å¸Á¶¹Ùµå_³²","12","9","0,78","1,18","0,82","-20","22","-18"
"Å¸Á¶¹Ùµå_³²","13","9","1,2","0,92","1,15","22","-4","18"
"Å¸Á¶¹Ùµå_³²","14","9","0,82","1,15","1,16","-20","18","20"
"Å¸Á¶¹Ùµå_³²","15","9","1,18","1,06","0,72","22","12","-28"
"Å¸Á¶¹Ùµå_³²","16","6","1,2","0,76","0,72","28","-18","-22"
"Å¸Á¶¹Ùµå_³²","17","6","0,72","0,96","1,22","-28","-2","30"
"Å¸Á¶¹Ùµå_³²","18","1","0,78","0,88","1,18","-24","-10","28"
"Å¸Á¶¹Ùµå_³²","19","1","1,18","0,82","1,02","26","-16","8"
"Å¸Á¶¹Ùµå_³²","20","1","0,74","1,12","0,92","-26","18","-8"
"Å¸Á¶¹Ùµå_¿©","10","9","1,15","0,85","0,8","18","-8","-14"
"Å¸Á¶¹Ùµå_¿©","11","9","0,82","1,02","1,2","-18","0","24"
"Å¸Á¶¹Ùµå_¿©","12","9","0,78","1,18","0,82","-20","22","-18"
"Å¸Á¶¹Ùµå_¿©","13","9","1,2","0,92","1,15","22","-4","18"
"Å¸Á¶¹Ùµå_¿©","14","9","0,82","1,15","1,16","-20","18","20"
"Å¸Á¶¹Ùµå_¿©","15","9","1,18","1,06","0,72","22","12","-28"
"Å¸Á¶¹Ùµå_¿©","16","6","1,2","0,76","0,72","28","-18","-22"
"Å¸Á¶¹Ùµå_¿©","17","6","0,72","0,96","1,22","-28","-2","30"
"Å¸Á¶¹Ùµå_¿©","18","1","0,78","0,88","1,18","-24","-10","28"
"Å¸Á¶¹Ùµå_¿©","19","1","1,18","0,82","1,02","26","-16","8"
"Å¸Á¶¹Ùµå_¿©","20","1","0,74","1,12","0,92","-26","18","-8"
"Å¸Á¶½º³ªÀÌÆÛ_³²","10","9","1,15","0,85","0,8","18","-8","-14"
"Å¸Á¶½º³ªÀÌÆÛ_³²","11","9","0,82","1,02","1,2","-18","0","24"
"Å¸Á¶½º³ªÀÌÆÛ_³²","12","9","0,78","1,18","0,82","-20","22","-18"
"Å¸Á¶½º³ªÀÌÆÛ_³²","13","9","1,2","0,92","1,15","22","-4","18"
"Å¸Á¶½º³ªÀÌÆÛ_³²","14","9","0,82","1,15","1,16","-20","18","20"
"Å¸Á¶½º³ªÀÌÆÛ_³²","15","9","1,18","1,06","0,72","22","12","-28"
"Å¸Á¶½º³ªÀÌÆÛ_³²","16","6","1,2","0,76","0,72","28","-18","-22"
"Å¸Á¶½º³ªÀÌÆÛ_³²","17","6","0,72","0,96","1,22","-28","-2","30"
"Å¸Á¶½º³ªÀÌÆÛ_³²","18","1","0,78","0,88","1,18","-24","-10","28"
"Å¸Á¶½º³ªÀÌÆÛ_³²","19","1","1,18","0,82","1,02","26","-16","8"
"Å¸Á¶½º³ªÀÌÆÛ_³²","20","1","0,74","1,12","0,92","-26","18","-8"
"Å¸Á¶½º³ªÀÌÆÛ_¿©","10","9","1,15","0,85","0,8","18","-8","-14"
"Å¸Á¶½º³ªÀÌÆÛ_¿©","11","9","0,82","1,02","1,2","-18","0","24"
"Å¸Á¶½º³ªÀÌÆÛ_¿©","12","9","0,78","1,18","0,82","-20","22","-18"
"Å¸Á¶½º³ªÀÌÆÛ_¿©","13","9","1,2","0,92","1,15","22","-4","18"
"Å¸Á¶½º³ªÀÌÆÛ_¿©","14","9","0,82","1,15","1,16","-20","18","20"
"Å¸Á¶½º³ªÀÌÆÛ_¿©","15","9","1,18","1,06","0,72","22","12","-28"
"Å¸Á¶½º³ªÀÌÆÛ_¿©","16","6","1,2","0,76","0,72","28","-18","-22"
"Å¸Á¶½º³ªÀÌÆÛ_¿©","17","6","0,72","0,96","1,22","-28","-2","30"
"Å¸Á¶½º³ªÀÌÆÛ_¿©","18","1","0,78","0,88","1,18","-24","-10","28"
"Å¸Á¶½º³ªÀÌÆÛ_¿©","19","1","1,18","0,82","1,02","26","-16","8"
"Å¸Á¶½º³ªÀÌÆÛ_¿©","20","1","0,74","1,12","0,92","-26","18","-8"
"Å¸Á¶¿ø´õ·¯_¿©","10","9","1,15","0,85","0,8","18","-8","-14"
"Å¸Á¶¿ø´õ·¯_¿©","11","9","0,82","1,02","1,2","-18","0","24"
"Å¸Á¶¿ø´õ·¯_¿©","12","9","0,78","1,18","0,82","-20","22","-18"
"Å¸Á¶¿ø´õ·¯_¿©","13","9","1,2","0,92","1,15","22","-4","18"
"Å¸Á¶¿ø´õ·¯_¿©","14","9","0,82","1,15","1,16","-20","18","20"
"Å¸Á¶¿ø´õ·¯_¿©","15","9","1,18","1,06","0,72","22","12","-28"
"Å¸Á¶¿ø´õ·¯_¿©","16","6","1,2","0,76","0,72","28","-18","-22"
"Å¸Á¶¿ø´õ·¯_¿©","17","6","0,72","0,96","1,22","-28","-2","30"
"Å¸Á¶¿ø´õ·¯_¿©","18","1","0,78","0,88","1,18","-24","-10","28"
"Å¸Á¶¿ø´õ·¯_¿©","19","1","1,18","0,82","1,02","26","-16","8"
"Å¸Á¶¿ø´õ·¯_¿©","20","1","0,74","1,12","0,92","-26","18","-8"
"Å¸Á¶Å©¶ó¿î_³²","10","9","1,15","0,85","0,8","18","-8","-14"
"Å¸Á¶Å©¶ó¿î_³²","11","9","0,82","1,02","1,2","-18","0","24"
"Å¸Á¶Å©¶ó¿î_³²","12","9","0,78","1,18","0,82","-20","22","-18"
"Å¸Á¶Å©¶ó¿î_³²","13","9","1,2","0,92","1,15","22","-4","18"
"Å¸Á¶Å©¶ó¿î_³²","14","9","0,82","1,15","1,16","-20","18","20"
"Å¸Á¶Å©¶ó¿î_³²","15","9","1,18","1,06","0,72","22","12","-28"
"Å¸Á¶Å©¶ó¿î_³²","16","6","1,2","0,76","0,72","28","-18","-22"
"Å¸Á¶Å©¶ó¿î_³²","17","6","0,72","0,96","1,22","-28","-2","30"
"Å¸Á¶Å©¶ó¿î_³²","18","1","0,78","0,88","1,18","-24","-10","28"
"Å¸Á¶Å©¶ó¿î_³²","19","1","1,18","0,82","1,02","26","-16","8"
"Å¸Á¶Å©¶ó¿î_³²","20","1","0,74","1,12","0,92","-26","18","-8"
"Å¸Á¶ÇåÅÍ_³²","10","9","1,15","0,85","0,8","18","-8","-14"
"Å¸Á¶ÇåÅÍ_³²","11","9","0,82","1,02","1,2","-18","0","24"
"Å¸Á¶ÇåÅÍ_³²","12","9","0,78","1,18","0,82","-20","22","-18"
"Å¸Á¶ÇåÅÍ_³²","13","9","1,2","0,92","1,15","22","-4","18"
"Å¸Á¶ÇåÅÍ_³²","14","9","0,82","1,15","1,16","-20","18","20"
"Å¸Á¶ÇåÅÍ_³²","15","9","1,18","1,06","0,72","22","12","-28"
"Å¸Á¶ÇåÅÍ_³²","16","6","1,2","0,76","0,72","28","-18","-22"
"Å¸Á¶ÇåÅÍ_³²","17","6","0,72","0,96","1,22","-28","-2","30"
"Å¸Á¶ÇåÅÍ_³²","18","1","0,78","0,88","1,18","-24","-10","28"
"Å¸Á¶ÇåÅÍ_³²","19","1","1,18","0,82","1,02","26","-16","8"
"Å¸Á¶ÇåÅÍ_³²","20","1","0,74","1,12","0,92","-26","18","-8"
"Å¸Á¶ÇåÅÍ_¿©","10","9","1,15","0,85","0,8","18","-8","-14"
"Å¸Á¶ÇåÅÍ_¿©","11","9","0,82","1,02","1,2","-18","0","24"
"Å¸Á¶ÇåÅÍ_¿©","12","9","0,78","1,18","0,82","-20","22","-18"
"Å¸Á¶ÇåÅÍ_¿©","13","9","1,2","0,92","1,15","22","-4","18"
"Å¸Á¶ÇåÅÍ_¿©","14","9","0,82","1,15","1,16","-20","18","20"
"Å¸Á¶ÇåÅÍ_¿©","15","9","1,18","1,06","0,72","22","12","-28"
"Å¸Á¶ÇåÅÍ_¿©","16","6","1,2","0,76","0,72","28","-18","-22"
"Å¸Á¶ÇåÅÍ_¿©","17","6","0,72","0,96","1,22","-28","-2","30"
"Å¸Á¶ÇåÅÍ_¿©","18","1","0,78","0,88","1,18","-24","-10","28"
"Å¸Á¶ÇåÅÍ_¿©","19","1","1,18","0,82","1,02","26","-16","8"
"Å¸Á¶ÇåÅÍ_¿©","20","1","0,74","1,12","0,92","-26","18","-8"
"ÅÂ±Ç¼Ò³â_³²","10","9","1,15","0,85","0,8","18","-8","-14"
"ÅÂ±Ç¼Ò³â_³²","11","9","0,82","1,02","1,2","-18","0","24"
"ÅÂ±Ç¼Ò³â_³²","12","9","0,78","1,18","0,82","-20","22","-18"
"ÅÂ±Ç¼Ò³â_³²","13","9","1,2","0,92","1,15","22","-4","18"
"ÅÂ±Ç¼Ò³â_³²","14","9","0,82","1,15","1,16","-20","18","20"
"ÅÂ±Ç¼Ò³â_³²","15","9","1,18","1,06","0,72","22","12","-28"
"ÅÂ±Ç¼Ò³â_³²","16","6","1,2","0,76","0,72","28","-18","-22"
"ÅÂ±Ç¼Ò³â_³²","17","6","0,72","0,96","1,22","-28","-2","30"
"ÅÂ±Ç¼Ò³â_³²","18","1","0,78","0,88","1,18","-24","-10","28"
"ÅÂ±Ç¼Ò³â_³²","19","1","1,18","0,82","1,02","26","-16","8"
"ÅÂ±Ç¼Ò³â_³²","20","1","0,74","1,12","0,92","-26","18","-8"
"ÅÂ±Ç¼Ò³â_¿©","10","9","1,15","0,85","0,8","18","-8","-14"
"ÅÂ±Ç¼Ò³â_¿©","11","9","0,82","1,02","1,2","-18","0","24"
"ÅÂ±Ç¼Ò³â_¿©","12","9","0,78","1,18","0,82","-20","22","-18"
"ÅÂ±Ç¼Ò³â_¿©","13","9","1,2","0,92","1,15","22","-4","18"
"ÅÂ±Ç¼Ò³â_¿©","14","9","0,82","1,15","1,16","-20","18","20"
"ÅÂ±Ç¼Ò³â_¿©","15","9","1,18","1,06","0,72","22","12","-28"
"ÅÂ±Ç¼Ò³â_¿©","16","6","1,2","0,76","0,72","28","-18","-22"
"ÅÂ±Ç¼Ò³â_¿©","17","6","0,72","0,96","1,22","-28","-2","30"
"ÅÂ±Ç¼Ò³â_¿©","18","1","0,78","0,88","1,18","-24","-10","28"
"ÅÂ±Ç¼Ò³â_¿©","19","1","1,18","0,82","1,02","26","-16","8"
"ÅÂ±Ç¼Ò³â_¿©","20","1","0,74","1,12","0,92","-26","18","-8"
"ÅÂ±Ç¼Ò³âÆ÷¸µ_³²","10","9","1,15","0,85","0,8","18","-8","-14"
"ÅÂ±Ç¼Ò³âÆ÷¸µ_³²","11","9","0,82","1,02","1,2","-18","0","24"
"ÅÂ±Ç¼Ò³âÆ÷¸µ_³²","12","9","0,78","1,18","0,82","-20","22","-18"
"ÅÂ±Ç¼Ò³âÆ÷¸µ_³²","13","9","1,2","0,92","1,15","22","-4","18"
"ÅÂ±Ç¼Ò³âÆ÷¸µ_³²","14","9","0,82","1,15","1,16","-20","18","20"
"ÅÂ±Ç¼Ò³âÆ÷¸µ_³²","15","9","1,18","1,06","0,72","22","12","-28"
"ÅÂ±Ç¼Ò³âÆ÷¸µ_³²","16","6","1,2","0,76","0,72","28","-18","-22"
"ÅÂ±Ç¼Ò³âÆ÷¸µ_³²","17","6","0,72","0,96","1,22","-28","-2","30"
"ÅÂ±Ç¼Ò³âÆ÷¸µ_³²","18","1","0,78","0,88","1,18","-24","-10","28"
"ÅÂ±Ç¼Ò³âÆ÷¸µ_³²","19","1","1,18","0,82","1,02","26","-16","8"
"ÅÂ±Ç¼Ò³âÆ÷¸µ_³²","20","1","0,74","1,12","0,92","-26","18","-8"
"ÅÂ±Ç¼Ò³âÆ÷¸µ_¿©","10","9","1,15","0,85","0,8","18","-8","-14"
"ÅÂ±Ç¼Ò³âÆ÷¸µ_¿©","11","9","0,82","1,02","1,2","-18","0","24"
"ÅÂ±Ç¼Ò³âÆ÷¸µ_¿©","12","9","0,78","1,18","0,82","-20","22","-18"
"ÅÂ±Ç¼Ò³âÆ÷¸µ_¿©","13","9","1,2","0,92","1,15","22","-4","18"
